Student,Roll number,Exam group,Batch,Subject,Marks,Grading level,Remarks
2015-1413,08,Quiz-1,06 - 06-G 2016-17,ISL-06,9.2,A+,
2008-0421,06,Quiz-1,06 - 06-G 2016-17,ISL-06,9.8,A+,
2010-0691,16,Quiz-1,06 - 06-G 2016-17,ISL-06,9.8,A+,
2010-0653,11,Quiz-1,06 - 06-G 2016-17,ISL-06,5.2,C,
2009-0522,12,Quiz-1,06 - 06-G 2016-17,ISL-06,9.6,A+,
2011-0755,19,Quiz-1,06 - 06-G 2016-17,ISL-06,9.2,A+,
2009-0567,14,Quiz-1,06 - 06-G 2016-17,ISL-06,9.2,A+,
2012-0955,09,Quiz-1,06 - 06-G 2016-17,ISL-06,9.8,A+,
2014-1157,02,Quiz-1,06 - 06-G 2016-17,ISL-06,6.6,B,
2014-1253,07,Quiz-1,06 - 06-G 2016-17,ISL-06,9.8,A+,
2013-1014,01,Quiz-1,06 - 06-G 2016-17,ISL-06,9.4,A+,
2009-0497,05,Quiz-1,06 - 06-G 2016-17,ISL-06,9.6,A+,
2011-0813,20,Quiz-1,06 - 06-G 2016-17,ISL-06,9.8,A+,
2013-1099,90,Quiz-1,04 - 04-S 2016-17,URD-04,7.6,F,
2013-1035,86,Quiz-1,04 - 04-S 2016-17,URD-04,16.0,A,
2013-1022,83,Quiz-1,04 - 04-S 2016-17,URD-04,16.8,A,
2012-0957,60,Quiz-1,04 - 04-S 2016-17,URD-04,14.0,B+,
2014-1212,63,Quiz-1,04 - 04-S 2016-17,URD-04,10.8,C,
2010-0716,70,Quiz-1,04 - 04-S 2016-17,URD-04,11.6,C,
2011-0771,76,Quiz-1,04 - 04-S 2016-17,URD-04,10.0,C,
2015-1306,53,Quiz-1,04 - 04-S 2016-17,URD-04,18.0,A+,
2013-1020,82,Quiz-1,04 - 04-S 2016-17,URD-04,12.8,B,
2016-1512,52,Quiz-1,04 - 04-S 2016-17,URD-04,18.4,A+,
2015-1311,57,Quiz-1,04 - 04-S 2016-17,URD-04,12.0,B,
2010-0603,55,Quiz-1,04 - 04-S 2016-17,URD-04,18.8,A+,
2014-1225,67,Quiz-1,04 - 04-S 2016-17,URD-04,11.6,C,
2013-1086,89,Quiz-1,04 - 04-S 2016-17,URD-04,19.2,A+,
2013-1079,88,Quiz-1,04 - 04-S 2016-17,URD-04,18.0,A+,
2011-0772,77,Quiz-1,04 - 04-S 2016-17,URD-04,18.0,A+,
2013-1032,85,Quiz-1,04 - 04-S 2016-17,URD-04,11.2,C,
2014-1240,79,Quiz-1,04 - 04-S 2016-17,URD-04,11.2,C,
2015-1421,75,Quiz-1,04 - 04-S 2016-17,URD-04,14.4,B+,
2010-0662,61,Quiz-1,04 - 04-S 2016-17,URD-04,15.6,B+,
2010-0706,69,Quiz-1,04 - 04-S 2016-17,URD-04,11.2,C,
2010-0714,68,Quiz-1,04 - 04-S 2016-17,URD-04,14.0,B+,
2013-1031,84,Quiz-1,04 - 04-S 2016-17,URD-04,16.8,A,
2010-0708,66,Quiz-1,04 - 04-S 2016-17,URD-04,17.6,A,
2011-0627,59,Quiz-1,04 - 04-S 2016-17,URD-04,16.0,A,
2012-0908,73,Quiz-1,04 - 04-S 2016-17,URD-04,12.4,B,
2014-1255,87,Quiz-1,04 - 04-S 2016-17,URD-04,19.2,A+,
2011-0750,74,Quiz-1,04 - 04-S 2016-17,URD-04,12.4,B,
2014-1283,51,Quiz-1,04 - 04-S 2016-17,URD-04,16.8,A,
2014-1224,56,Quiz-1,04 - 04-S 2016-17,URD-04,12.0,B,
2016-1478,78,Quiz-1,04 - 04-S 2016-17,URD-04,10.8,C,
2015-1376,71,Quiz-1,04 - 04-S 2016-17,URD-04,12.8,B,
2016-1534,80,Quiz-1,04 - 04-S 2016-17,URD-04,13.4,B,
2015-1385,58,Quiz-1,04 - 04-S 2016-17,URD-04,8.0,D,
2010-0614,73,Quiz-1,05 - 05-S 2016-17,URD-05,4.4,F,
2014-1279,66,Quiz-1,05 - 05-S 2016-17,URD-05,11.6,C,
2009-0568,64,Quiz-1,05 - 05-S 2016-17,URD-05,15.2,B+,
2011-0744,51,Quiz-1,05 - 05-S 2016-17,URD-05,14.4,B+,
2014-1182,65,Quiz-1,05 - 05-S 2016-17,URD-05,15.6,B+,
2009-0565,62,Quiz-1,05 - 05-S 2016-17,URD-05,8.4,D,
2013-1067,85,Quiz-1,05 - 05-S 2016-17,URD-05,8.4,D,
2013-1041,86,Quiz-1,05 - 05-S 2016-17,URD-05,18.0,A+,
2009-0470,52,Quiz-1,05 - 05-S 2016-17,URD-05,15.2,B+,
2014-1269,54,Quiz-1,05 - 05-S 2016-17,URD-05,7.2,F,
2015-1386,60,Quiz-1,05 - 05-S 2016-17,URD-05,18.0,A+,
2015-1394,79,Quiz-1,05 - 05-S 2016-17,URD-05,16.0,A,
2011-0855,77,Quiz-1,05 - 05-S 2016-17,URD-05,16.8,A,
2014-1265,83,Quiz-1,05 - 05-S 2016-17,URD-05,7.2,F,
2009-0533,58,Quiz-1,05 - 05-S 2016-17,URD-05,18.8,A+,
2010-0595,70,Quiz-1,05 - 05-S 2016-17,URD-05,2.8,F,
2014-1266,87,Quiz-1,05 - 05-S 2016-17,URD-05,7.6,F,
2012-0919,76,Quiz-1,05 - 05-S 2016-17,URD-05,10.4,C,
2010-0590,68,Quiz-1,05 - 05-S 2016-17,URD-05,12.2,B,
2010-0725,53,Quiz-1,05 - 05-S 2016-17,URD-05,18.4,A+,
2014-1221,55,Quiz-1,05 - 05-S 2016-17,URD-05,13.6,B,
2012-0962,81,Quiz-1,05 - 05-S 2016-17,URD-05,19.6,A+,
2016-1528,56,Quiz-1,05 - 05-S 2016-17,URD-05,11.2,C,
2015-1381,84,Quiz-1,05 - 05-S 2016-17,URD-05,12.2,B,
2010-0615,74,Quiz-1,05 - 05-S 2016-17,URD-05,10.0,C,
2014-1189,82,Quiz-1,05 - 05-S 2016-17,URD-05,18.0,A+,
2012-0934,61,Quiz-1,05 - 05-S 2016-17,URD-05,16.0,A,
2012-0943,72,Quiz-1,05 - 05-S 2016-17,URD-05,15.6,B+,
2010-0583,67,Quiz-1,05 - 05-S 2016-17,URD-05,16.8,A,
2013-1038,78,Quiz-1,05 - 05-S 2016-17,URD-05,14.0,B+,
2009-0566,63,Quiz-1,05 - 05-S 2016-17,URD-05,14.0,B+,
2014-1270,57,Quiz-1,05 - 05-S 2016-17,URD-05,8.4,D,
2009-0552,59,Quiz-1,05 - 05-S 2016-17,URD-05,14.4,B+,
2010-0594,69,Quiz-1,05 - 05-S 2016-17,URD-05,4.4,F,
2010-0718,75,Quiz-1,05 - 05-S 2016-17,URD-05,10.4,C,
2010-0624,71,Quiz-1,05 - 05-S 2016-17,URD-05,15.2,B+,
2016-1543,80,Quiz-1,05 - 05-S 2016-17,URD-05,15.2,B+,
2006-0175,05,Quiz-1,09 - 09-A 2016-17,PHY-09,14.0,F,
2014-1219,08,Quiz-1,09 - 09-A 2016-17,PHY-09,20.0,D,
2013-1046,03,Quiz-1,09 - 09-A 2016-17,PHY-09,33.0,B,
2007-0267,12,Quiz-1,09 - 09-A 2016-17,PHY-09,6.0,F,
2007-0537,20,Quiz-1,09 - 09-A 2016-17,PHY-09,20.0,D,
2005-0159,02,Quiz-1,09 - 09-A 2016-17,PHY-09,22.0,D,
2008-0343,09,Quiz-1,09 - 09-A 2016-17,PHY-09,23.0,D,
2009-0520,19,Quiz-1,09 - 09-A 2016-17,PHY-09,14.0,F,
2015-1310,16,Quiz-1,09 - 09-A 2016-17,PHY-09,28.0,C,
2014-1232,13,Quiz-1,09 - 09-A 2016-17,PHY-09,29.0,C,
2014-1288,07,Quiz-1,09 - 09-A 2016-17,PHY-09,34.0,B,
2015-1455,15,Quiz-1,09 - 09-A 2016-17,PHY-09,20.0,D,
2014-1158,06,Quiz-1,09 - 09-A 2016-17,PHY-09,13.0,F,
2005-0102,01,Quiz-1,09 - 09-A 2016-17,PHY-09,29.0,C,
2007-0301,04,Quiz-1,09 - 09-A 2016-17,PHY-09,20.0,D,
2009-0545,21,Quiz-1,09 - 09-A 2016-17,PHY-09,23.0,D,
2016-1507,17,Quiz-1,09 - 09-A 2016-17,PHY-09,12.0,F,
2015-1335,86,Quiz-1,09 - 09-B 2016-17,PHY-09,20.0,D,
2008-0361,55,Quiz-1,09 - 09-B 2016-17,PHY-09,33.0,B,
2007-0278,62,Quiz-1,09 - 09-B 2016-17,PHY-09,25.0,C,
2013-1081,72,Quiz-1,09 - 09-B 2016-17,PHY-09,33.0,B,
2012-0881,80,Quiz-1,09 - 09-B 2016-17,PHY-09,20.0,D,
2014-1271,56,Quiz-1,09 - 09-B 2016-17,PHY-09,20.0,D,
2013-1103,65,Quiz-1,09 - 09-B 2016-17,PHY-09,12.0,F,
2012-0915,83,Quiz-1,09 - 09-B 2016-17,PHY-09,12.0,F,
2016-1541,78,Quiz-1,09 - 09-B 2016-17,PHY-09,9.0,F,
2016-1540,67,Quiz-1,09 - 09-B 2016-17,PHY-09,17.0,F,
2007-0221,66,Quiz-1,09 - 09-B 2016-17,PHY-09,36.0,B+,
2013-1066,64,Quiz-1,09 - 09-B 2016-17,PHY-09,14.0,F,
2009-0538,68,Quiz-1,09 - 09-B 2016-17,PHY-09,7.0,F,
2010-0636,69,Quiz-1,09 - 09-B 2016-17,PHY-09,20.0,D,
2011-0777,70,Quiz-1,09 - 09-B 2016-17,PHY-09,16.0,F,
2010-0667,73,Quiz-1,09 - 09-B 2016-17,PHY-09,20.0,D,
2014-1237,77,Quiz-1,09 - 09-B 2016-17,PHY-09,21.0,D,
2013-1083,60,Quiz-1,09 - 09-B 2016-17,PHY-09,21.0,D,
2010-0633,85,Quiz-1,09 - 09-B 2016-17,PHY-09,,,
2016-1510,53,Quiz-1,09 - 09-B 2016-17,PHY-09,25.0,C,
2016-1531,59,Quiz-1,09 - 09-B 2016-17,PHY-09,20.0,D,
2015-1428,81,Quiz-1,09 - 09-B 2016-17,PHY-09,22.0,D,
2013-1030,52,Quiz-1,09 - 09-B 2016-17,PHY-09,10.0,F,
2010-0712,75,Quiz-1,09 - 09-B 2016-17,PHY-09,13.0,F,
2006-0182,58,Quiz-1,09 - 09-B 2016-17,PHY-09,23.0,D,
2011-0828,79,Quiz-1,09 - 09-B 2016-17,PHY-09,20.0,D,
2010-0668,74,Quiz-1,09 - 09-B 2016-17,PHY-09,,,
2013-1096,82,Quiz-1,09 - 09-B 2016-17,PHY-09,20.0,D,
2015-1370,76,Quiz-1,09 - 09-B 2016-17,PHY-09,28.0,C,
2013-1124,87,Quiz-1,09 - 09-B 2016-17,PHY-09,20.0,D,
2014-1223,54,Quiz-1,09 - 09-B 2016-17,PHY-09,4.0,F,
2015-1358,61,Quiz-1,09 - 09-B 2016-17,PHY-09,31.0,B,
2016-1484,51,Quiz-1,09 - 09-B 2016-17,PHY-09,32.0,B,
2010-0692,12,Quiz-1,04 - 04-G 2016-17,CS-04,7.6,B+,
2012-0918,19,Quiz-1,04 - 04-G 2016-17,CS-04,6.2,B,
2015-1308,10,Quiz-1,04 - 04-G 2016-17,CS-04,4.8,D,
2013-1064,24,Quiz-1,04 - 04-G 2016-17,CS-04,4.2,D,
2010-0670,09,Quiz-1,04 - 04-G 2016-17,CS-04,5.6,C,
2010-0666,07,Quiz-1,04 - 04-G 2016-17,CS-04,5.2,C,
2010-0602,06,Quiz-1,04 - 04-G 2016-17,CS-04,8.2,A,
2014-1199,15,Quiz-1,04 - 04-G 2016-17,CS-04,4.8,D,
2010-0584,01,Quiz-1,04 - 04-G 2016-17,CS-04,2.0,F,
2015-1317,11,Quiz-1,04 - 04-G 2016-17,CS-04,4.0,D,
2011-0711,16,Quiz-1,04 - 04-G 2016-17,CS-04,6.4,B,
2013-10440,22,Quiz-1,04 - 04-G 2016-17,CS-04,4.2,D,
2010-0600,04,Quiz-1,04 - 04-G 2016-17,CS-04,6.6,B,
2010-0693,13,Quiz-1,04 - 04-G 2016-17,CS-04,6.0,B,
2011-0850,02,Quiz-1,04 - 04-G 2016-17,CS-04,4.4,D,
2013-1055,23,Quiz-1,04 - 04-G 2016-17,CS-04,6.6,B,
2010-0673,08,Quiz-1,04 - 04-G 2016-17,CS-04,6.6,B,
2016-1485,14,Quiz-1,04 - 04-G 2016-17,CS-04,5.6,C,
2012-0878,05,Quiz-1,04 - 04-G 2016-17,CS-04,7.8,B+,
2014-1260,20,Quiz-1,04 - 04-G 2016-17,CS-04,5.6,C,
2011-0751,02,Quiz-1,05 - 05-G 2016-17,ISL-05,9.4,A+,
2012-0879,21,Quiz-1,05 - 05-G 2016-17,ISL-05,9.4,A+,
2014-1185,09,Quiz-1,05 - 05-G 2016-17,ISL-05,5.2,C,
2010-0657,10,Quiz-1,05 - 05-G 2016-17,ISL-05,9.6,A+,
2009-0466,01,Quiz-1,05 - 05-G 2016-17,ISL-05,9.5,A+,
2009-0532,07,Quiz-1,05 - 05-G 2016-17,ISL-05,8.2,A,
2010-0608,03,Quiz-1,05 - 05-G 2016-17,ISL-05,9.3,A+,
2009-0559,14,Quiz-1,05 - 05-G 2016-17,ISL-05,5.7,C,
2009-0500,05,Quiz-1,05 - 05-G 2016-17,ISL-05,8.1,A,
2015-1432,12,Quiz-1,05 - 05-G 2016-17,ISL-05,6.1,B,
2015-1441,13,Quiz-1,05 - 05-G 2016-17,ISL-05,7.9,B+,
2016-1479,17,Quiz-1,05 - 05-G 2016-17,ISL-05,9.2,A+,
2014-1176,06,Quiz-1,05 - 05-G 2016-17,ISL-05,7.9,B+,
2013-1034,08,Quiz-1,05 - 05-G 2016-17,ISL-05,8.8,A,
2014-1243,16,Quiz-1,05 - 05-G 2016-17,ISL-05,9.5,A+,
2010-0629,15,Quiz-1,05 - 05-G 2016-17,ISL-05,3.5,F,
2015-1309,11,Quiz-1,05 - 05-G 2016-17,ISL-05,4.5,D,
2015-1361,63,Quiz-1,10 - 10 2016-17,MAT-10,10.0,F,
2015-1334,73,Quiz-1,10 - 10 2016-17,MAT-10,15.0,F,
2015-1336,04,Quiz-1,10 - 10 2016-17,MAT-10,20.0,D,
2009-0518,06,Quiz-1,10 - 10 2016-17,MAT-10,27.0,C,
2010-0672,80,Quiz-1,10 - 10 2016-17,MAT-10,8.0,F,
2005-0130,81,Quiz-1,10 - 10 2016-17,MAT-10,9.0,F,
2011-0800,77,Quiz-1,10 - 10 2016-17,MAT-10,16.0,F,
2004-0070,61,Quiz-1,10 - 10 2016-17,MAT-10,42.0,A,
2010-0605,64,Quiz-1,10 - 10 2016-17,MAT-10,21.0,D,
2015-1362,69,Quiz-1,10 - 10 2016-17,MAT-10,28.0,C,
2012-0930,65,Quiz-1,10 - 10 2016-17,MAT-10,21.0,D,
2005-0129,52,Quiz-1,10 - 10 2016-17,MAT-10,18.0,F,
2014-1154,55,Quiz-1,10 - 10 2016-17,MAT-10,20.0,D,
2013-1105,72,Quiz-1,10 - 10 2016-17,MAT-10,11.0,F,
2013-1071,70,Quiz-1,10 - 10 2016-17,MAT-10,29.0,C,
2004-0049,60,Quiz-1,10 - 10 2016-17,MAT-10,30.0,B,
2004-0071,59,Quiz-1,10 - 10 2016-17,MAT-10,29.0,C,
2008-0372,62,Quiz-1,10 - 10 2016-17,MAT-10,26.0,C,
2007-0313,01,Quiz-1,10 - 10 2016-17,MAT-10,29.0,C,
2004-0024,03,Quiz-1,10 - 10 2016-17,MAT-10,10.0,F,
2012-0909,54,Quiz-1,10 - 10 2016-17,MAT-10,41.0,A,
2015-1365,75,Quiz-1,10 - 10 2016-17,MAT-10,28.0,C,
2015-1401,76,Quiz-1,10 - 10 2016-17,MAT-10,20.0,D,
2004-0035,53,Quiz-1,10 - 10 2016-17,MAT-10,20.0,D,
2015-1356,57,Quiz-1,10 - 10 2016-17,MAT-10,32.0,B,
2011-0768,71,Quiz-1,10 - 10 2016-17,MAT-10,18.0,F,Absent
2013-1005,68,Quiz-1,10 - 10 2016-17,MAT-10,13.0,F,
2015-1361,63,Quiz-1,10 - 10 2016-17,PAK-10,27.0,C,
2015-1334,73,Quiz-1,10 - 10 2016-17,PAK-10,25.0,C,
2015-1336,04,Quiz-1,10 - 10 2016-17,PAK-10,30.0,B,
2009-0518,06,Quiz-1,10 - 10 2016-17,PAK-10,39.0,B+,
2010-0664,79,Quiz-1,10 - 10 2016-17,PAK-10,26.0,C,
2005-0130,81,Quiz-1,10 - 10 2016-17,PAK-10,26.0,C,
2011-0800,77,Quiz-1,10 - 10 2016-17,PAK-10,13.0,F,
2004-0070,61,Quiz-1,10 - 10 2016-17,PAK-10,47.0,A+,
2010-0605,64,Quiz-1,10 - 10 2016-17,PAK-10,45.0,A+,
2015-1362,69,Quiz-1,10 - 10 2016-17,PAK-10,37.0,B+,
2012-0930,65,Quiz-1,10 - 10 2016-17,PAK-10,30.0,B,
2005-0129,52,Quiz-1,10 - 10 2016-17,PAK-10,23.0,D,
2013-1105,72,Quiz-1,10 - 10 2016-17,PAK-10,21.0,D,
2013-1071,70,Quiz-1,10 - 10 2016-17,PAK-10,26.0,C,
2004-0049,60,Quiz-1,10 - 10 2016-17,PAK-10,46.0,A+,
2008-0372,62,Quiz-1,10 - 10 2016-17,PAK-10,27.0,C,
2007-0313,01,Quiz-1,10 - 10 2016-17,PAK-10,36.0,B+,
2004-0024,03,Quiz-1,10 - 10 2016-17,PAK-10,31.0,B,
2012-0909,54,Quiz-1,10 - 10 2016-17,PAK-10,39.0,B+,
2015-1365,75,Quiz-1,10 - 10 2016-17,PAK-10,28.0,C,
2015-1401,76,Quiz-1,10 - 10 2016-17,PAK-10,20.0,D,
2004-0035,53,Quiz-1,10 - 10 2016-17,PAK-10,27.0,C,
2014-1276,67,Quiz-1,10 - 10 2016-17,PAK-10,20.0,D,
2015-1356,57,Quiz-1,10 - 10 2016-17,PAK-10,44.0,A,
2011-0768,71,Quiz-1,10 - 10 2016-17,PAK-10,30.0,B,
2013-1005,68,Quiz-1,10 - 10 2016-17,PAK-10,26.0,C,
2015-1335,86,Quiz-1,09 - 09-B 2016-17,CHE-09,33.0,B,
2008-0361,55,Quiz-1,09 - 09-B 2016-17,CHE-09,35.0,B+,
2007-0278,62,Quiz-1,09 - 09-B 2016-17,CHE-09,28.0,C,
2013-1081,72,Quiz-1,09 - 09-B 2016-17,CHE-09,39.0,B+,
2012-0881,80,Quiz-1,09 - 09-B 2016-17,CHE-09,18.0,F,
2014-1271,56,Quiz-1,09 - 09-B 2016-17,CHE-09,34.0,B,
2013-1103,65,Quiz-1,09 - 09-B 2016-17,CHE-09,15.0,F,
2012-0915,83,Quiz-1,09 - 09-B 2016-17,CHE-09,15.0,F,
2016-1541,78,Quiz-1,09 - 09-B 2016-17,CHE-09,20.0,D,
2016-1540,67,Quiz-1,09 - 09-B 2016-17,CHE-09,18.0,F,
2007-0221,66,Quiz-1,09 - 09-B 2016-17,CHE-09,45.0,A+,
2013-1066,64,Quiz-1,09 - 09-B 2016-17,CHE-09,13.0,F,
2009-0538,68,Quiz-1,09 - 09-B 2016-17,CHE-09,15.0,F,
2010-0636,69,Quiz-1,09 - 09-B 2016-17,CHE-09,20.0,D,
2011-0777,70,Quiz-1,09 - 09-B 2016-17,CHE-09,14.0,F,
2010-0667,73,Quiz-1,09 - 09-B 2016-17,CHE-09,16.0,F,
2014-1237,77,Quiz-1,09 - 09-B 2016-17,CHE-09,28.0,C,
2013-1083,60,Quiz-1,09 - 09-B 2016-17,CHE-09,23.0,D,
2010-0633,85,Quiz-1,09 - 09-B 2016-17,CHE-09,,,
2016-1510,53,Quiz-1,09 - 09-B 2016-17,CHE-09,30.0,B,
2016-1531,59,Quiz-1,09 - 09-B 2016-17,CHE-09,9.0,F,
2015-1428,81,Quiz-1,09 - 09-B 2016-17,CHE-09,34.0,B,
2013-1030,52,Quiz-1,09 - 09-B 2016-17,CHE-09,13.0,F,
2010-0712,75,Quiz-1,09 - 09-B 2016-17,CHE-09,15.0,F,
2006-0182,58,Quiz-1,09 - 09-B 2016-17,CHE-09,0.0,F,
2011-0828,79,Quiz-1,09 - 09-B 2016-17,CHE-09,11.0,F,
2010-0668,74,Quiz-1,09 - 09-B 2016-17,CHE-09,9.0,F,
2013-1096,82,Quiz-1,09 - 09-B 2016-17,CHE-09,15.0,F,
2015-1370,76,Quiz-1,09 - 09-B 2016-17,CHE-09,47.0,A+,
2013-1124,87,Quiz-1,09 - 09-B 2016-17,CHE-09,22.0,D,
2014-1223,54,Quiz-1,09 - 09-B 2016-17,CHE-09,10.0,F,
2015-1358,61,Quiz-1,09 - 09-B 2016-17,CHE-09,42.0,A,
2016-1484,51,Quiz-1,09 - 09-B 2016-17,CHE-09,48.0,A+,
2006-0214,03,Quiz-1,08 - 08-A 2016-17,CHE-08,12.0,D,
2014-1254,12,Quiz-1,08 - 08-A 2016-17,CHE-08,25.0,A+,
2012-0944,11,Quiz-1,08 - 08-A 2016-17,CHE-08,10.0,D,
2015-1462,09,Quiz-1,08 - 08-A 2016-17,CHE-08,23.0,A+,
2015-1398,13,Quiz-1,08 - 08-A 2016-17,CHE-08,,,
2014-1191,06,Quiz-1,08 - 08-A 2016-17,CHE-08,18.0,B+,
2009-0539,02,Quiz-1,08 - 08-A 2016-17,CHE-08,4.0,F,
2014-1193,10,Quiz-1,08 - 08-A 2016-17,CHE-08,13.0,C,
2013-1036,07,Quiz-1,08 - 08-A 2016-17,CHE-08,14.0,C,
2016-1481,04,Quiz-1,08 - 08-A 2016-17,CHE-08,13.0,C,
2014-1222,84,Quiz-1,08 - 08-B 2016-17,CHE-08,5.0,F,
2013-1040,78,Quiz-1,08 - 08-B 2016-17,CHE-08,13.0,C,
2009-0523,68,Quiz-1,08 - 08-B 2016-17,CHE-08,16.0,B,
2015-1346,79,Quiz-1,08 - 08-B 2016-17,CHE-08,10.0,D,
2014-1181,80,Quiz-1,08 - 08-B 2016-17,CHE-08,10.0,D,
2006-0243,54,Quiz-1,08 - 08-B 2016-17,CHE-08,,,
2011-0861,77,Quiz-1,08 - 08-B 2016-17,CHE-08,5.0,F,
2014-12940,87,Quiz-1,08 - 08-B 2016-17,CHE-08,11.0,D,
2013-1076,67,Quiz-1,08 - 08-B 2016-17,CHE-08,11.0,D,
2010-0606,57,Quiz-1,08 - 08-B 2016-17,CHE-08,18.0,B+,
2015-1407,62,Quiz-1,08 - 08-B 2016-17,CHE-08,9.0,F,
2013-1006,53,Quiz-1,08 - 08-B 2016-17,CHE-08,16.0,B,
2008-0375,90,Quiz-1,08 - 08-B 2016-17,CHE-08,4.0,F,
2009-0512,71,Quiz-1,08 - 08-B 2016-17,CHE-08,10.0,D,
2015-1369,75,Quiz-1,08 - 08-B 2016-17,CHE-08,17.0,B,
2014-1263,89,Quiz-1,08 - 08-B 2016-17,CHE-08,6.0,F,
2008-0397,56,Quiz-1,08 - 08-B 2016-17,CHE-08,21.0,A,
2010-0699,73,Quiz-1,08 - 08-B 2016-17,CHE-08,17.0,B,
2014-1171,64,Quiz-1,08 - 08-B 2016-17,CHE-08,5.0,F,
2015-1367,61,Quiz-1,08 - 08-B 2016-17,CHE-08,6.0,F,
2010-0612,55,Quiz-1,08 - 08-B 2016-17,CHE-08,6.0,F,
2014-1180,66,Quiz-1,08 - 08-B 2016-17,CHE-08,12.0,D,
2014-1226,85,Quiz-1,08 - 08-B 2016-17,CHE-08,4.0,F,
2014-1229,86,Quiz-1,08 - 08-B 2016-17,CHE-08,7.0,F,
2013-1065,74,Quiz-1,08 - 08-B 2016-17,CHE-08,12.0,D,
2014-1187,81,Quiz-1,08 - 08-B 2016-17,CHE-08,17.0,B,
2014-1194,82,Quiz-1,08 - 08-B 2016-17,CHE-08,11.0,D,
2013-1102,76,Quiz-1,08 - 08-B 2016-17,CHE-08,7.0,F,
2008-0402,63,Quiz-1,08 - 08-B 2016-17,CHE-08,10.0,D,
2009-0517,72,Quiz-1,08 - 08-B 2016-17,CHE-08,13.0,C,
2014-1275,65,Quiz-1,08 - 08-B 2016-17,CHE-08,15.0,B,
2014-1216,83,Quiz-1,08 - 08-B 2016-17,CHE-08,13.0,C,
2014-1261,88,Quiz-1,08 - 08-B 2016-17,CHE-08,3.0,F,
2011-0863,52,Quiz-1,08 - 08-B 2016-17,CHE-08,5.0,F,
2011-0862,69,Quiz-1,08 - 08-B 2016-17,CHE-08,15.0,B,
2015-1337,60,Quiz-1,08 - 08-B 2016-17,CHE-08,10.0,D,
2012-0907,59,Quiz-1,08 - 08-B 2016-17,CHE-08,12.0,D,
2010-0663,70,Quiz-1,08 - 08-B 2016-17,CHE-08,8.0,F,
2009-0508,67,Quiz-1,06 - 06-S 2016-17,MAT-06,19.0,B+,
2014-1238,69,Quiz-1,06 - 06-S 2016-17,MAT-06,18.0,B+,
2013-1136,76,Quiz-1,06 - 06-S 2016-17,MAT-06,16.0,B,
2009-0510,60,Quiz-1,06 - 06-S 2016-17,MAT-06,14.5,C,
2010-0607,68,Quiz-1,06 - 06-S 2016-17,MAT-06,20.0,A,
2008-0378,51,Quiz-1,06 - 06-S 2016-17,MAT-06,13.5,C,
2008-0379,52,Quiz-1,06 - 06-S 2016-17,MAT-06,13.5,C,
2016-1526,57,Quiz-1,06 - 06-S 2016-17,MAT-06,18.0,B+,
2011-07860,79,Quiz-1,06 - 06-S 2016-17,MAT-06,17.5,B+,
2012-0935,80,Quiz-1,06 - 06-S 2016-17,MAT-06,20.0,A,
2010-0581,55,Quiz-1,06 - 06-S 2016-17,MAT-06,19.0,B+,
2014-1213,62,Quiz-1,06 - 06-S 2016-17,MAT-06,13.5,C,
2010-0592,54,Quiz-1,06 - 06-S 2016-17,MAT-06,19.0,B+,
2015-1380,81,Quiz-1,06 - 06-S 2016-17,MAT-06,16.5,B,
2015-1347,77,Quiz-1,06 - 06-S 2016-17,MAT-06,14.0,C,
2015-1373,78,Quiz-1,06 - 06-S 2016-17,MAT-06,16.0,B,
2015-1326,71,Quiz-1,06 - 06-S 2016-17,MAT-06,15.0,B,
2015-1359,61,Quiz-1,06 - 06-S 2016-17,MAT-06,20.0,A,
2014-1188,59,Quiz-1,06 - 06-S 2016-17,MAT-06,12.5,C,
2014-1301,70,Quiz-1,06 - 06-S 2016-17,MAT-06,15.5,B,
2008-0438,58,Quiz-1,06 - 06-S 2016-17,MAT-06,15.5,B,
2010-0635,75,Quiz-1,06 - 06-S 2016-17,MAT-06,14.0,C,
2012-0933,63,Quiz-1,06 - 06-S 2016-17,MAT-06,14.5,C,
2009-0540,72,Quiz-1,06 - 06-S 2016-17,MAT-06,18.5,B+,
2010-0679,53,Quiz-1,06 - 06-S 2016-17,MAT-06,16.0,B,
2016-1535,66,Quiz-1,06 - 06-S 2016-17,MAT-06,12.5,C,
2013-1099,90,Quiz-1,04 - 04-S 2016-17,CS-04,1.4,F,
2013-1035,86,Quiz-1,04 - 04-S 2016-17,CS-04,8.4,A,
2013-1022,83,Quiz-1,04 - 04-S 2016-17,CS-04,6.2,B,
2014-1212,63,Quiz-1,04 - 04-S 2016-17,CS-04,5.2,C,
2010-0716,70,Quiz-1,04 - 04-S 2016-17,CS-04,4.2,D,
2011-0771,76,Quiz-1,04 - 04-S 2016-17,CS-04,4.2,D,
2015-1306,53,Quiz-1,04 - 04-S 2016-17,CS-04,8.0,A,
2013-1020,82,Quiz-1,04 - 04-S 2016-17,CS-04,6.2,B,
2016-1512,52,Quiz-1,04 - 04-S 2016-17,CS-04,7.8,B+,
2010-0603,55,Quiz-1,04 - 04-S 2016-17,CS-04,7.4,B+,
2014-1225,67,Quiz-1,04 - 04-S 2016-17,CS-04,4.6,D,
2013-1086,89,Quiz-1,04 - 04-S 2016-17,CS-04,7.0,B+,
2013-1079,88,Quiz-1,04 - 04-S 2016-17,CS-04,7.4,B+,
